,country,variety,price,points
23365,New Zealand,Chardonnay,48.0,90
23366,Chile,Red Blend,75.0,90
23367,US,Pinot Noir,44.0,92
23368,US,Cabernet Sauvignon,75.0,92
23369,US,Riesling,20.0,92
23370,US,Bordeaux-style Red Blend,75.0,92
23371,US,Sparkling Blend,27.0,92
23372,Spain,Red Blend,33.0,92
23373,Italy,Red Blend,60.0,92
23376,France,Rhône-style Red Blend,30.0,92
23377,US,Pinot Noir,47.0,92
23378,US,Syrah,36.0,92
23381,US,Viognier,22.0,92
23382,Spain,Tempranillo,115.0,92
23384,US,Zinfandel,35.0,92
23385,Spain,Tempranillo Blend,29.0,92
23386,US,Syrah,20.0,92
23388,France,Rhône-style Red Blend,12.0,87
23390,France,Chardonnay,31.0,87
23391,France,Rhône-style Red Blend,19.0,87
23393,US,Syrah,50.0,87
23394,US,Cabernet Sauvignon,55.0,87
23395,US,Cabernet Franc,23.0,87
23398,US,Sauvignon Blanc,25.0,87
23399,Portugal,Pinot Noir,50.0,87
23400,US,Cabernet Franc,23.0,87
23401,Italy,Chardonnay,20.0,87
23402,Italy,Chardonnay,24.0,87
23403,Italy,Chardonnay,20.0,87
23404,US,Cabernet Sauvignon,25.0,87
23405,US,Sauvignon Blanc,14.0,87
23406,US,Chardonnay,43.0,87
23407,US,Pinot Noir,20.0,87
23408,Chile,Carmenère,11.0,87
23409,Italy,Glera,18.0,87
23410,US,Cabernet Sauvignon,49.0,87
23411,US,Chardonnay,45.0,87
23412,US,Chardonnay,30.0,82
23414,US,Red Blend,28.0,82
23415,France,Rosé,13.0,82
23417,Spain,Cabernet Sauvignon,14.0,82
23418,US,Merlot,35.0,82
23419,US,Red Blend,18.0,82
23421,US,Red Blend,38.0,82
23422,Portugal,Portuguese White,9.0,82
23423,US,Cabernet Sauvignon,32.0,82
23424,US,Viognier,20.0,81
23425,US,Rosé,13.0,81
23427,US,Grenache,20.0,81
23429,US,Red Blend,18.0,81
23431,US,Viognier,15.0,81
23434,US,Rosé,18.0,81
23435,US,Red Blend,17.0,80
23436,Argentina,Chardonnay,13.0,80
23437,Argentina,Malbec,5.0,80
23438,France,Pinot Noir,240.0,96
23439,France,Chardonnay,315.0,96
23440,France,Pinot Noir,115.0,96
23442,Italy,Barbera,15.0,86
23443,Argentina,Cabernet Sauvignon,11.0,86
23445,US,Rhône-style Red Blend,40.0,86
23446,Italy,Barbera,25.0,86
23448,US,Chardonnay,20.0,86
23449,Argentina,Cabernet Sauvignon,14.0,86
23450,US,Pinot Noir,32.0,86
23451,US,Cabernet Sauvignon,19.0,86
23452,US,Merlot,35.0,86
23453,US,Syrah,30.0,86
23457,US,Cabernet Sauvignon,24.0,86
23458,Italy,Barbera,14.0,86
23459,US,Chardonnay,25.0,86
23463,France,Sauvignon Blanc,45.0,91
23464,US,Syrah,28.0,91
23465,US,Pinot Noir,60.0,91
23466,France,Rhône-style Red Blend,40.0,91
23467,US,Pinot Noir,52.0,91
23468,US,Pinot Noir,45.0,91
23469,France,Cabernet Franc,30.0,91
23470,France,Rhône-style Red Blend,34.0,91
23471,France,Riesling,18.0,91
23472,France,Riesling,20.0,91
23473,France,Riesling,38.0,91
23474,France,Riesling,40.0,91
23480,Italy,Red Blend,20.0,91
23481,Portugal,Red Blend,18.0,91
23482,US,Pinot Noir,65.0,91
23483,Spain,Tempranillo,70.0,91
23484,France,Riesling,38.0,91
23485,US,Pinot Noir,47.0,91
23486,US,Pinot Noir,59.0,91
23487,France,Pinot Noir,25.0,90
23488,US,Sauvignon Blanc,42.0,90
23489,Italy,Sangiovese,49.0,90
23490,Australia,Sauvignon Blanc,22.0,90
23491,US,Sauvignon Blanc,17.0,90
23492,Italy,Sangiovese,35.0,90
23493,US,Pinot Noir,80.0,90
23494,Australia,Shiraz,20.0,90
23495,Spain,Tempranillo,24.0,90
23496,Spain,Tempranillo,33.0,90
23497,US,Pinot Noir,29.0,90
23498,Spain,Red Blend,45.0,90
23499,Spain,Red Blend,25.0,90
23501,Australia,Pinot Gris,15.0,90
23502,US,Pinot Noir,35.0,90
23503,US,Chardonnay,35.0,90
23504,Italy,Sangiovese,30.0,90
23505,Italy,Sangiovese,64.0,90
23506,US,Pinot Noir,40.0,90
23507,Italy,Red Blend,42.0,90
23508,US,Pinot Noir,75.0,90
23509,France,Riesling,30.0,90
23510,Italy,Red Blend,32.0,90
23511,Italy,Sangiovese,65.0,90
23512,US,Pinot Noir,45.0,90
23513,Italy,Sangiovese,50.0,90
23514,Italy,Chardonnay,45.0,90
23516,US,White Blend,14.0,86
23518,Chile,Chardonnay,17.0,86
23519,US,Cabernet Sauvignon,55.0,86
23520,Chile,Pinot Noir,11.0,86
23521,US,Syrah,27.0,86
23522,Chile,Red Blend,30.0,86
23523,US,Sangiovese,13.0,86
23524,Chile,Cabernet Sauvignon,10.0,86
23525,US,Pinot Noir,70.0,86
23526,US,Sauvignon Blanc,18.0,86
23527,France,Rosé,14.0,86
23528,US,Pinot Noir,23.0,86
23530,Chile,Pinot Noir,18.0,86
23531,US,Red Blend,14.0,86
23532,US,Pinot Noir,29.0,86
23533,US,Sauvignon Blanc,21.0,86
23534,US,Merlot,29.0,86
23535,US,Sauvignon Blanc,26.0,86
23536,US,Sparkling Blend,22.0,86
23538,US,Viognier,24.0,85
23539,France,Pinot Gris,15.0,85
23540,US,Cabernet Sauvignon,20.0,85
23541,France,Pinot Noir,19.0,85
23545,France,Chardonnay,12.0,84
23546,France,Chardonnay,45.0,84
23547,Chile,Chardonnay,21.0,84
23548,Argentina,Malbec,10.0,84
23549,Argentina,Red Blend,46.0,84
23550,Chile,Pinot Noir,16.0,84
23552,Argentina,Chardonnay,10.0,84
23553,Chile,Carmenère,10.0,84
23554,Chile,Cabernet Sauvignon,13.0,84
23556,US,Chardonnay,20.0,84
23557,US,Syrah,28.0,84
23558,US,Chardonnay,11.0,84
23559,France,Rosé,16.0,84
23560,US,Pinot Noir,14.0,84
23562,Argentina,Merlot,13.0,84
23563,US,Chardonnay,26.0,84
23564,Chile,Syrah,10.0,84
23565,Chile,Cabernet Sauvignon,14.0,84
23566,France,Chardonnay,17.0,84
23568,US,Cabernet Sauvignon,48.0,93
23569,France,Champagne Blend,55.0,93
23570,US,Bordeaux-style Red Blend,99.0,93
23571,US,Pinot Noir,50.0,93
23572,US,Chardonnay,55.0,93
23573,US,Chardonnay,55.0,93
23574,US,Bordeaux-style Red Blend,75.0,93
23576,US,Red Blend,40.0,93
23577,US,Cabernet Sauvignon,70.0,93
23578,US,Cabernet Sauvignon,45.0,93
23580,US,Chardonnay,45.0,93
23581,US,Petite Sirah,35.0,93
23583,US,Chardonnay,45.0,93
23584,US,Chardonnay,38.0,93
23585,Italy,Red Blend,46.0,93
23586,France,Chardonnay,55.0,93
23587,France,Champagne Blend,65.0,93
23589,US,Cabernet Sauvignon,29.0,93
23590,US,Pinot Noir,55.0,93
23591,France,Champagne Blend,95.0,93
23592,US,Chardonnay,65.0,93
23593,Italy,Red Blend,46.0,93
23596,France,Chardonnay,70.0,91
23598,US,Pinot Noir,60.0,91
23599,Argentina,Red Blend,45.0,91
23600,US,Pinot Noir,45.0,91
23601,US,Chardonnay,29.0,91
23602,Argentina,Malbec,45.0,91
23603,Portugal,Portuguese Red,18.0,91
23604,US,Petite Sirah,35.0,91
23605,Portugal,Portuguese Red,20.0,91
23606,Portugal,Merlot,19.0,91
23607,US,Cabernet Sauvignon,30.0,91
23608,Italy,Nebbiolo,45.0,91
23609,US,Pinot Gris,19.0,91
23610,US,Sauvignon Blanc,22.0,91
23613,Italy,Nebbiolo,41.0,91
23614,US,Sauvignon Blanc,15.0,91
23615,US,Pinot Noir,36.0,91
23616,US,Pinot Noir,26.0,91
23617,Argentina,Cabernet Sauvignon,55.0,91
23618,US,Chardonnay,48.0,91
23619,Australia,Malbec,250.0,91
23620,France,Chardonnay,23.0,91
23621,France,Chardonnay,30.0,91
23622,France,Chardonnay,30.0,91
23623,France,Pinot Noir,55.0,91
23624,France,Bordeaux-style Red Blend,36.0,90
23625,US,Merlot,75.0,90
23626,US,Riesling,15.0,90
23627,Austria,Chardonnay,80.0,90
23628,Austria,Chardonnay,24.0,90
23630,US,Zinfandel,37.0,89
23631,US,Chardonnay,15.0,89
23632,US,Syrah,35.0,89
23633,US,Malbec,45.0,89
23634,France,Bordeaux-style Red Blend,45.0,89
23635,France,Bordeaux-style Red Blend,30.0,89
23636,France,Bordeaux-style Red Blend,50.0,89
23637,France,Bordeaux-style Red Blend,30.0,89
23639,France,Bordeaux-style Red Blend,83.0,89
23640,France,Bordeaux-style Red Blend,71.0,89
23643,France,Bordeaux-style Red Blend,20.0,89
23645,Chile,Carmenère,40.0,89
23646,US,Syrah,38.0,89
23647,US,Cabernet Sauvignon,11.0,89
23648,Italy,Red Blend,18.0,89
23649,Austria,Grüner Veltliner,19.0,89
23650,US,Chardonnay,14.0,89
23652,US,Gewürztraminer,19.0,89
23653,US,Petite Sirah,11.0,89
23657,US,Red Blend,55.0,89
23658,US,Red Blend,38.0,89
23659,South Africa,Chardonnay,42.0,89
23660,US,Cabernet Franc,20.0,89
23664,France,Rosé,20.0,89
23665,Austria,Red Blend,37.0,89
23666,US,Pinot Noir,70.0,89
23668,Austria,Riesling,20.0,89
23669,France,Pinot Gris,24.0,89
23670,US,Chardonnay,19.0,89
23671,Chile,Cabernet Sauvignon,19.0,89
23672,US,Chardonnay,32.0,89
23675,US,Pinot Noir,60.0,89
23676,France,Riesling,25.0,89
23678,Italy,Red Blend,55.0,89
23679,France,Gewürztraminer,35.0,89
23680,US,Cabernet Sauvignon,25.0,89
23684,France,Bordeaux-style Red Blend,10.0,87
23685,France,Bordeaux-style Red Blend,18.0,87
23687,France,Bordeaux-style Red Blend,25.0,87
23688,France,Bordeaux-style Red Blend,9.0,87
23689,France,Merlot,18.0,87
23690,US,Chardonnay,30.0,87
23691,Italy,Red Blend,21.0,87
23692,US,Bordeaux-style Red Blend,29.0,87
23693,Portugal,Portuguese Red,13.0,87
23695,US,Zinfandel,45.0,87
23697,France,Merlot,15.0,87
23699,France,Red Blend,34.0,87
23700,US,Red Blend,45.0,87
23701,Chile,Malbec,11.0,87
23702,US,Chardonnay,24.0,87
23703,Italy,Red Blend,19.0,87
23704,US,Cabernet Sauvignon,34.0,87
23705,US,Chardonnay,30.0,87
23706,US,Sangiovese,34.0,87
23707,US,Sangiovese,26.0,87
23708,Italy,Red Blend,18.0,87
23710,Portugal,Portuguese White,12.0,87
23711,US,Zinfandel,18.0,87
23712,Chile,Sauvignon Blanc,12.0,87
23713,US,Cabernet Sauvignon,14.0,87
23715,Italy,Nebbiolo,41.0,88
23716,US,Pinot Noir,28.0,88
23717,Italy,Nebbiolo,48.0,88
23718,Argentina,Chardonnay,20.0,88
23719,Argentina,Malbec,12.0,88
23720,France,Rosé,17.0,88
23722,US,Pinot Noir,30.0,88
23723,Germany,Riesling,10.0,88
23724,Germany,Riesling,37.0,88
23725,US,Red Blend,26.0,88
23726,US,Pinot Gris,18.0,88
23728,US,Cabernet Franc,22.0,88
23729,Portugal,Portuguese Red,10.0,88
23732,France,Chardonnay,20.0,87
23733,US,Pinot Noir,15.0,87
23734,US,Cabernet Sauvignon,34.0,87
23735,Argentina,Malbec,17.0,87
23737,Portugal,Portuguese White,10.0,87
23744,US,Pinot Noir,42.0,88
23745,US,Cabernet Sauvignon,48.0,88
23746,US,Sauvignon Blanc,22.0,88
23747,US,Pinot Noir,25.0,88
23748,US,Zinfandel,25.0,88
23749,US,Pinot Noir,22.0,88
23750,Spain,Tempranillo,12.0,88
23751,Italy,Sangiovese,25.0,88
23752,Italy,Red Blend,12.0,88
23753,US,Cabernet Sauvignon,12.0,88
23755,France,Champagne Blend,100.0,88
23756,France,Bordeaux-style Red Blend,27.0,88
23757,France,Bordeaux-style Red Blend,10.0,88
23758,France,Bordeaux-style Red Blend,20.0,88
23759,Spain,Tempranillo Blend,17.0,88
23760,US,Petite Sirah,29.0,88
23765,US,Bordeaux-style Red Blend,35.0,88
23766,US,Cabernet Sauvignon,65.0,88
23767,Italy,Sangiovese Grosso,46.0,88
23768,France,Bordeaux-style Red Blend,16.0,88
23769,Italy,Glera,15.0,89
23770,Portugal,Portuguese Red,13.0,89
23771,France,Sparkling Blend,23.0,89
23772,Italy,Glera,19.0,89
23774,US,Sauvignon Blanc,19.0,89
23775,US,White Blend,39.0,89
23776,US,Chardonnay,20.0,89
23777,France,Champagne Blend,35.0,89
23778,France,Champagne Blend,35.0,89
23779,US,Riesling,23.0,89
23780,France,Sparkling Blend,40.0,89
23781,Argentina,Cabernet Sauvignon,26.0,89
23782,Spain,Red Blend,40.0,89
23783,US,Syrah,38.0,89
23785,Italy,Sparkling Blend,75.0,89
23786,Italy,Sparkling Blend,60.0,89
23787,France,Gamay,19.0,89
23788,US,Chardonnay,45.0,89
23789,US,Cabernet Franc,25.0,89
23790,Argentina,Malbec,20.0,89
23791,US,Sangiovese,22.0,89
23792,France,Champagne Blend,80.0,89
23793,US,Red Blend,28.0,88
23794,France,Champagne Blend,84.0,88
23795,Argentina,Malbec,18.0,88
23796,US,Rhône-style Red Blend,30.0,88
23797,US,Pinot Noir,65.0,89
23804,US,Red Blend,25.0,89
23805,Australia,Shiraz,19.0,89
23806,US,Bordeaux-style Red Blend,52.0,89
23809,Portugal,Portuguese Red,20.0,89
23810,France,Gewürztraminer,42.0,89
23811,US,Syrah,28.0,89
23813,Argentina,Malbec,18.0,89
23814,Israel,Pinot Noir,12.0,89
23816,South Africa,White Blend,27.0,89
23818,France,Riesling,35.0,89
23819,France,Riesling,32.0,89
23820,Italy,Pinot Grigio,17.0,89
23821,Argentina,Malbec,25.0,89
23822,Germany,Riesling,18.0,89
23823,France,Gewürztraminer,45.0,89
23824,France,Sparkling Blend,18.0,89
23825,US,Carmenère,30.0,89
23826,US,Syrah,25.0,89
23827,US,Pinot Noir,30.0,88
23828,France,Champagne Blend,84.0,88
23829,Spain,Sparkling Blend,16.0,88
23830,France,Champagne Blend,35.0,88
23831,Germany,Riesling,17.0,88
23832,France,Sparkling Blend,20.0,88
23833,France,Chardonnay,58.0,88
23835,Italy,Glera,16.0,88
23836,US,Chardonnay,35.0,88
23837,US,Pinot Noir,25.0,88
23838,France,Champagne Blend,55.0,88
23839,France,Champagne Blend,65.0,88
23840,US,Sauvignon Blanc,24.0,88
23841,US,Pinot Noir,24.0,88
23843,US,Sauvignon Blanc,23.0,88
23844,US,White Blend,22.0,88
23845,Italy,Glera,15.0,88
23846,Argentina,Malbec,26.0,88
23847,New Zealand,Sauvignon Blanc,16.0,88
23848,US,Syrah,26.0,88
23849,US,Zinfandel,22.0,88
23850,New Zealand,Sauvignon Blanc,11.0,88
23851,Spain,Red Blend,22.0,88
23852,Italy,Glera,25.0,88
23853,New Zealand,Sauvignon Blanc,18.0,88
23854,US,Pinot Noir,30.0,88
23855,France,Champagne Blend,45.0,88
23856,Italy,Glera,17.0,88
23859,South Africa,Red Blend,15.0,90
23860,South Africa,Sparkling Blend,30.0,90
23861,US,Pinot Noir,36.0,90
23863,Spain,Tempranillo Blend,54.0,90
23865,France,Chardonnay,25.0,90
23867,Australia,White Blend,38.0,90
23868,Greece,Red Blend,18.0,90
23869,US,Syrah,125.0,90
23870,Spain,White Blend,71.0,90
23871,US,Pinot Noir,52.0,90
23875,Italy,Red Blend,60.0,90
23876,US,Pinot Noir,38.0,90
23877,US,Syrah,24.0,90
23878,US,Cabernet Sauvignon,25.0,85
23879,Argentina,Rosé,10.0,85
23880,France,Sauvignon Blanc,15.0,85
23882,US,Sauvignon Blanc,15.0,85
23884,Argentina,Red Blend,12.0,85
23885,US,Malbec,44.0,85
23886,Argentina,Chardonnay,11.0,85
23887,Argentina,Sauvignon Blanc,10.0,85
23888,Italy,Sangiovese,23.0,85
23889,US,Sauvignon Blanc,9.0,85
23890,Argentina,Sauvignon Blanc,12.0,85
23891,Italy,Sangiovese,24.0,85
23893,France,Rosé,15.0,85
23894,Argentina,Malbec,7.0,85
23895,US,Sauvignon Blanc,13.0,85
23896,US,Chardonnay,32.0,85
23897,US,Chardonnay,20.0,85
23898,France,Chardonnay,30.0,85
23899,France,Chardonnay,25.0,85
23900,US,Cabernet Sauvignon,25.0,85
23901,France,Chardonnay,21.0,85
23903,France,Chardonnay,22.0,85
23904,US,Cabernet Sauvignon,15.0,85
23907,Italy,Sangiovese,7.0,82
23908,US,Syrah,25.0,82
23909,Argentina,Malbec,14.0,82
23910,US,Bordeaux-style Red Blend,150.0,82
23912,Italy,Chardonnay,15.0,82
23914,US,Chardonnay,15.0,82
23916,US,White Blend,10.0,82
23917,Italy,Glera,14.0,82
23918,Argentina,Malbec,30.0,82
23919,Portugal,Portuguese Red,7.0,82
23920,US,Chardonnay,22.0,82
23921,US,Sauvignon Blanc,12.0,82
23924,US,Pinot Noir,45.0,82
23925,US,Red Blend,15.0,82
23926,Argentina,Sauvignon Blanc,15.0,82
23927,US,Pinot Noir,20.0,82
23930,US,Red Blend,17.0,82
23931,Italy,Sparkling Blend,13.0,82
23932,US,Chardonnay,25.0,82
23959,Italy,Sangiovese,43.0,94
23960,US,Cabernet Sauvignon,150.0,94
23962,Italy,Sangiovese,55.0,94
23963,Portugal,Portuguese Red,55.0,94
23964,Portugal,Portuguese Red,45.0,94
23965,US,Pinot Gris,30.0,94
23966,Portugal,Portuguese Red,65.0,94
23968,US,Chardonnay,70.0,94
23969,Italy,Red Blend,50.0,94
23971,US,Pinot Noir,75.0,94
23972,Germany,Riesling,154.0,94
23973,Germany,Riesling,133.0,94
23974,Portugal,Portuguese Red,13.0,94
23975,US,Cabernet Sauvignon,45.0,94
23976,New Zealand,Chardonnay,42.0,93
23977,US,Pinot Noir,100.0,93
23978,Germany,Riesling,91.0,93
23979,France,Sauvignon Blanc,50.0,93
23980,France,Sauvignon Blanc,30.0,93
23981,US,Cabernet Sauvignon,60.0,93
23983,Italy,Red Blend,35.0,93
23984,US,Cabernet Sauvignon,85.0,93
23985,Portugal,Portuguese Red,36.0,93
23986,US,Petite Sirah,80.0,93
23987,Australia,Shiraz,37.0,93
23989,US,White Blend,25.0,92
23990,US,Chardonnay,60.0,92
23993,Austria,Grüner Veltliner,20.0,92
23994,US,Merlot,26.0,92
23995,Austria,Riesling,67.0,92
23996,US,Malbec,50.0,92
23997,Spain,Red Blend,109.0,92
23999,US,Pinot Noir,65.0,92
24000,Austria,Grüner Veltliner,39.0,92
24002,US,Pinot Gris,24.0,92
24003,France,Rosé,21.0,92
24004,Austria,Riesling,50.0,92
24005,US,Pinot Noir,65.0,92
24006,Italy,Red Blend,61.0,92
24008,US,Riesling,16.0,92
24011,US,Pinot Gris,36.0,92
24012,US,Chardonnay,40.0,92
24013,Austria,Riesling,35.0,92
24014,Austria,Grüner Veltliner,40.0,92
24015,Austria,Grüner Veltliner,28.0,92
24016,Italy,Red Blend,61.0,92
24017,US,Cabernet Sauvignon,45.0,92
24019,US,Merlot,38.0,87
24020,US,Chardonnay,22.0,87
24021,US,Red Blend,35.0,87
24022,Italy,Nebbiolo,55.0,87
24023,US,Syrah,42.0,87
24026,US,White Blend,15.0,87
24027,France,Bordeaux-style Red Blend,12.0,87
24028,US,Pinot Grigio,17.0,87
24029,US,Merlot,26.0,87
24030,US,Pinot Grigio,14.0,87
24031,US,Syrah,39.0,87
24033,US,Shiraz,25.0,87
24034,Spain,Tempranillo,14.0,87
24035,US,Syrah,44.0,87
24037,Italy,Red Blend,19.0,87
24038,France,Bordeaux-style Red Blend,12.0,87
24039,France,Bordeaux-style White Blend,13.0,87
24040,France,Bordeaux-style White Blend,12.0,87
24041,France,Bordeaux-style White Blend,14.0,87
24042,US,Chardonnay,20.0,87
24043,US,Merlot,30.0,87
24044,US,Riesling,26.0,87
24045,France,Rosé,22.0,87
24046,Italy,Nebbiolo,50.0,87
24047,US,White Blend,13.0,87
24048,Argentina,Chardonnay,8.0,85
24049,US,Riesling,8.0,85
24050,Argentina,Cabernet Sauvignon,20.0,85
24051,US,Petite Sirah,14.0,85
24052,US,Grenache,30.0,85
24053,US,Pinot Noir,28.0,85
24054,Argentina,Bordeaux-style Red Blend,14.0,85
24055,US,Riesling,18.0,85
24056,Argentina,Cabernet Sauvignon,9.0,85
24057,Chile,Sauvignon Blanc,13.0,85
24058,US,Zinfandel,35.0,85
24060,Argentina,Red Blend,15.0,85
24061,US,Syrah,16.0,85
24062,Chile,Carmenère,10.0,85
24063,US,Cabernet Franc,28.0,85
24064,US,Chardonnay,20.0,85
24065,US,Merlot,18.0,85
24066,US,Merlot,40.0,85
24067,US,Cabernet Sauvignon,18.0,85
24068,US,Cabernet Sauvignon,20.0,85
24069,France,Pinot Noir,20.0,85
24070,US,Nebbiolo,30.0,85
24071,Italy,White Blend,10.0,85
24072,US,Shiraz,22.0,85
24074,US,Cabernet Sauvignon,22.0,85
24075,US,Merlot,10.0,85
24076,Italy,Pinot Grigio,13.0,85
24077,France,Chardonnay,24.0,85
24079,France,Syrah,22.0,90
24080,Argentina,Malbec,25.0,90
24082,US,Chardonnay,65.0,90
24083,South Africa,Chardonnay,20.0,90
24084,US,Red Blend,55.0,90
24085,Italy,Sangiovese,70.0,90
24086,Germany,Riesling,22.0,90
24087,US,Red Blend,60.0,90
24088,US,Zinfandel,36.0,90
24090,France,Rhône-style Red Blend,22.0,90
24091,Argentina,Malbec,25.0,90
24092,US,Cabernet Franc,32.0,90
24093,US,Chardonnay,19.0,90
24095,France,Malbec,22.0,90
24097,Portugal,Portuguese Red,22.0,90
24098,US,Cabernet Franc,25.0,90
24099,Spain,White Blend,28.0,90
24100,South Africa,Sauvignon Blanc,22.0,90
24101,South Africa,Sauvignon Blanc,23.0,90
24102,US,Riesling,32.0,90
24108,Spain,Red Blend,13.0,85
24109,US,Cabernet Sauvignon,25.0,85
24110,US,Cabernet Sauvignon,52.0,85
24111,US,Pinot Noir,28.0,85
24112,US,Chardonnay,40.0,85
24113,US,Syrah,20.0,85
24114,US,Syrah,41.0,85
24115,US,Sauvignon Blanc,20.0,85
24120,US,Cabernet Sauvignon,90.0,85
24121,Germany,Sparkling Blend,39.0,85
24122,US,Cabernet Sauvignon,24.0,85
24123,US,Grenache,26.0,85
24124,US,Bordeaux-style Red Blend,30.0,85
24125,US,Viognier,25.0,92
24126,US,Merlot,28.0,92
24127,US,Zinfandel,28.0,92
24130,US,Cabernet Sauvignon,75.0,92
24131,Austria,Riesling,40.0,92
24134,France,Rhône-style Red Blend,31.0,92
24137,Spain,Tempranillo,45.0,92
24138,US,Chardonnay,25.0,92
24139,France,Rosé,20.0,92
24140,Italy,Chardonnay,76.0,92
24141,Austria,Grüner Veltliner,24.0,92
24143,US,Chardonnay,45.0,92
24144,US,Pinot Noir,70.0,92
24145,US,Rhône-style Red Blend,25.0,92
24147,US,Chardonnay,40.0,92
24148,US,Pinot Noir,100.0,92
24150,Austria,Grüner Veltliner,20.0,92
24151,Spain,Tempranillo,100.0,92
24152,Austria,Grüner Veltliner,25.0,92
24153,Australia,Chardonnay,21.0,87
24154,US,Cabernet Sauvignon,28.0,87
24155,US,Pinot Noir,64.0,87
24156,US,Red Blend,10.0,87
24157,US,Riesling,10.0,87
24158,US,Rosé,15.0,87
24159,Chile,Malbec,16.0,87
24160,Spain,Tempranillo,28.0,87
24161,US,Red Blend,25.0,87
24162,US,Cabernet Sauvignon,54.0,87
24163,US,Bordeaux-style Red Blend,50.0,87
24164,US,Cabernet Sauvignon,36.0,87
24166,Portugal,Portuguese Red,11.0,87
24168,Portugal,Portuguese White,11.0,87
24169,Portugal,Portuguese White,15.0,87
24170,Italy,Red Blend,16.0,87
24171,US,Red Blend,24.0,87
24172,Italy,Sangiovese,25.0,87
24173,France,Chardonnay,19.0,87
24174,Chile,Merlot,14.0,87
24175,France,Champagne Blend,24.0,87
24176,France,Champagne Blend,48.0,87
24177,France,White Blend,13.0,87
24178,US,Sparkling Blend,42.0,87
24180,US,Zinfandel,34.0,87
24181,US,Chardonnay,13.0,87
24182,US,Pinot Noir,45.0,87
24186,Spain,Red Blend,110.0,88
24187,US,Rhône-style Red Blend,40.0,87
24188,US,Grüner Veltliner,21.0,87
24189,Argentina,Chardonnay,12.0,87
24191,US,Pinot Noir,49.0,87
24192,US,Pinot Noir,40.0,87
24193,Australia,Cabernet Sauvignon,15.0,87
24194,US,Pinot Noir,29.0,87
24195,Australia,Cabernet Sauvignon,17.0,87
24196,Argentina,Tempranillo,10.0,87
24197,Australia,Cabernet Sauvignon,35.0,87
24198,US,Zinfandel,20.0,87
24199,France,Chardonnay,28.0,87
24200,Argentina,Merlot,14.0,87
24203,US,Pinot Gris,18.0,87
24204,New Zealand,Sauvignon Blanc,17.0,90
24206,New Zealand,Sauvignon Blanc,24.0,90
24207,US,Grenache,19.0,90
24210,US,Rosé,19.0,90
24211,US,Riesling,15.0,90
24212,New Zealand,Sauvignon Blanc,15.0,90
24213,US,Red Blend,18.0,90
24214,New Zealand,Sauvignon Blanc,18.0,90
24216,Italy,White Blend,20.0,90
24217,South Africa,White Blend,35.0,90
24218,US,Riesling,22.0,90
24219,US,Bordeaux-style Red Blend,55.0,90
24220,US,Pinot Noir,30.0,90
24221,US,Riesling,22.0,90
24222,US,Riesling,20.0,90
24223,US,Cabernet Franc,65.0,90
24224,US,Pinot Noir,55.0,90
24225,US,Bordeaux-style Red Blend,45.0,90
24227,New Zealand,Sauvignon Blanc,14.0,90
24228,US,Cabernet Sauvignon,30.0,90
24230,Spain,Red Blend,25.0,90
24231,France,Rosé,30.0,90
24232,France,Rosé,25.0,90
24233,US,Sauvignon Blanc,20.0,90
24234,Italy,Sparkling Blend,20.0,85
24235,US,Red Blend,26.0,85
24236,Chile,Carmenère,10.0,85
24237,Chile,Merlot,9.0,85
24240,US,Pinot Noir,15.0,85
24241,Austria,Sauvignon Blanc,18.0,85
24243,US,Riesling,14.0,85
24244,US,Cabernet Sauvignon,28.0,85
24247,Chile,Red Blend,23.0,85
24250,US,Tempranillo,26.0,85
24251,Chile,Cabernet Sauvignon,15.0,85
24252,Chile,Merlot,15.0,85
24253,Chile,Carmenère,11.0,85
24254,US,Zinfandel,26.0,85
24256,Italy,Sparkling Blend,35.0,85
24257,France,Rhône-style Red Blend,39.0,87
24260,US,Chardonnay,18.0,87
24261,Spain,Red Blend,15.0,87
24262,Spain,Tempranillo Blend,18.0,87
24263,US,Cabernet Sauvignon,18.0,87
24264,Spain,Sparkling Blend,12.0,87
24265,US,Pinot Noir,48.0,87
24266,US,Cabernet Sauvignon,22.0,87
24267,US,Chardonnay,24.0,87
24268,Italy,Sangiovese,14.0,87
24269,US,Pinot Gris,15.0,87
24270,US,Cabernet Sauvignon,28.0,87
24271,US,Pinot Noir,60.0,87
24272,US,Pinot Noir,45.0,87
24273,US,Cabernet Sauvignon,45.0,87
24274,France,Rhône-style Red Blend,9.0,87
24275,Italy,White Blend,15.0,87
24276,US,Cabernet Sauvignon,50.0,87
24278,Spain,Sparkling Blend,15.0,87
24279,Greece,White Blend,13.0,88
24281,Argentina,Chardonnay,15.0,88
24282,Italy,White Blend,23.0,88
24283,South Africa,Rosé,10.0,88
24284,South Africa,Cabernet Sauvignon,15.0,88
24285,South Africa,Cabernet Sauvignon,16.0,88
24286,US,Pinot Noir,18.0,88
24287,South Africa,Sauvignon Blanc,14.0,88
24288,Italy,White Blend,15.0,88
24290,Italy,Pinot Grigio,15.0,88
24291,France,Malbec,16.0,88
24292,Italy,Pinot Grigio,23.0,88
24293,Italy,White Blend,20.0,88
24295,South Africa,Merlot,41.0,88
24297,Italy,White Blend,20.0,88
24298,Argentina,Cabernet Sauvignon,20.0,88
24299,US,Pinot Noir,28.0,88
24300,US,Cabernet Sauvignon,40.0,88
